"Kerncijfers wijken en buurten 2014"
"Onderwerpen";"Regioaanduiding";"Inkomen";"Inkomen";"Inkomen";"Inkomen";"Inkomen";"Inkomen";"Inkomen";"Inkomen";"Inkomen";"Inkomen"
"Onderwerpen";"Codering";"Inkomen van personen";"Inkomen van personen";"Inkomen van personen";"Inkomen van personen";"Inkomen van personen";"Inkomen van personen";"Inkomen van huishoudens";"Inkomen van huishoudens";"Inkomen van huishoudens";"Inkomen van huishoudens"
"Onderwerpen";"Codering";"Aantal inkomensontvangers  ";"Gemiddeld inkomen per inkomensontvanger ";"Gemiddeld inkomen per inwoner ";"40% personen met laagste inkomen";"20% personen met hoogste inkomen";"Actieven 15-75 jaar";"40% huishoudens met laagste inkomen";"20% huishoudens met hoogste inkomen";"Huishoudens met een laag inkomen";"Huish. onder of rond sociaal minimum"
"Wijken en buurten";"code";"aantal";"x 1 000 euro";"x 1 000 euro";"%";"%";"%";"%";"%";"%";"%"
"Statenkwartier";"BU02020314";"1800";"21.6";"17.1";"53";"10";"47";"68";"6";"25";"19"
"Arnhemse Broek";"BU02020320";"2200";"21.4";"16.7";"53";"10";"50";"62";"7";"26";"20"
"Van Verschuerbuurt";"BU02020321";"400";"19.1";"15.7";"57";"2";"45";"78";"3";"35";"22"
"Industrieterrein";"BU02020322";"200";"19.1";"14.9";"55";"7";"42";"68";"3";"29";"24"
"Wijk 04 Presikhaaf West";"WK020204";"5600";"20.0";"15.3";"55";"6";"44";"65";"4";"27";"21"
"Presikhaaf I";"BU02020423";"1600";"21.4";"17.1";"53";"8";"45";"62";"5";"23";"18"
"Presikhaaf II";"BU02020424";"700";"17.4";"13.3";"62";"3";"37";"73";"3";"41";"29"
"Presikhaaf III";"BU02020425";"3300";"19.9";"14.9";"54";"6";"45";"64";"4";"27";"21"
"Wijk 05 Presikhaaf Oost";"WK020205";"5400";"24.3";"20.2";"43";"12";"54";"55";"6";"13";"10"
"Over het Lange Water";"BU02020526";"4000";"23.7";"19.5";"44";"11";"54";"55";"5";"13";"11"
"Elsweide";"BU02020527";"500";"32.6";"27.3";"33";"26";"50";"24";"18";"4";"3"
"Winkelcentrum Presikhaaf";"BU02020528";"900";"22.4";"19.6";"46";"9";"55";"67";"3";"14";"10"
"IJsseloord";"BU02020529";"0";".";".";".";".";".";".";".";".";"."
"Wijk 06 Sint Marten en Sonsbeek-Zuid";"WK020206";"3700";"28.6";"23.9";"40";"22";"65";"57";"13";"17";"12"
"Sint Marten";"BU02020630";"1200";"24.7";"21.1";"47";"15";"58";"67";"8";"25";"18"
"Graaf Ottoplein en omgeving";"BU02020631";"2500";"30.5";"25.3";"37";"26";"68";"52";"16";"12";"9"
"Wijk 07 Klarendal";"WK020207";"6100";"23.2";"19.3";"49";"12";"53";"66";"7";"24";"19"
"Klarendal-Zuid";"BU02020732";"1900";"20.0";"16.9";"57";"8";"47";"72";"4";"29";"23"
"Klarendal-Noord";"BU02020733";"1800";"21.4";"17.7";"50";"7";"51";"72";"4";"30";"23"
"Onder de Linden";"BU02020734";"1100";"28.8";"23.2";"38";"20";"61";"51";"13";"13";"11"
"Sint Janskerkstraat en omgeving";"BU02020735";"1200";"25.6";"21.6";"45";"17";"58";"60";"10";"17";"13"
"Wijk 08 Velperweg en omgeving";"WK020208";"6000";"37.2";"29.0";"30";"32";"66";"38";"29";"8";"7"
"Velperweg-Noord";"BU02020840";"700";"30.1";"25.4";"37";"22";"64";"53";"13";"14";"9"
"Molenbeke";"BU02020841";"700";"41.3";"30.4";"26";"39";"66";"29";"38";"9";"5"
"Fabrieksterrein Enka";"BU02020842";"100";".";".";".";".";".";".";".";".";"."
"Plattenburg";"BU02020843";"1500";"29.1";"24.6";"38";"19";"64";"55";"13";"12";"11"
"Angerenstein";"BU02020844";"1500";"43.3";"32.2";"27";"40";"66";"25";"43";"4";"4"
"Paasberg";"BU02020845";"1600";"39.8";"29.8";"25";"38";"67";"26";"38";"4";"4"
"Wijk 09 Alteveer en Cranevelt";"WK020209";"3500";"35.7";"28.5";"31";"29";"60";"33";"28";"5";"5"
"Sonsbeek-Noord";"BU02020950";"900";"37.8";"29.3";"27";"34";"65";"22";"34";"3";"2"
"Hazegrietje";"BU02020951";"100";"57.8";"45.7";"22";"50";"65";".";".";".";"."
"Alteveer-Cranevelt";"BU02020952";"2500";"33.9";"27.3";"34";"27";"58";"37";"25";"6";"6"
"Wijk 10 Geitenkamp";"WK020210";"3200";"20.5";"16.6";"51";"5";"48";"68";"5";"26";"21"
"Geitenkamp";"BU02021053";"3200";"20.5";"16.6";"51";"5";"48";"68";"5";"26";"21"
"Wijk 11 Monnikenhuizen";"WK020211";"2900";"29.6";"23.9";"37";"19";"58";"43";"16";"12";"9"
"Monnikenhuizen";"BU02021154";"1700";"31.2";"24.5";"36";"21";"60";"47";"20";"14";"11"
"Arnhemse Allee";"BU02021155";"800";"28.5";"23.4";"35";"18";"56";"37";"13";"9";"7"
"Klarenbeek";"BU02021159";"400";"24.7";"21.9";"45";"14";"54";"42";"8";"12";"10"
"Wijk 12 Burgemeesterswijk en Hoogkamp";"WK020212";"5800";"44.9";"34.7";"30";"39";"62";"34";"37";"8";"6"
"Transvaalbuurt";"BU02021260";"500";"30.3";"26.8";"45";"22";"54";"65";"14";"13";"8"
"Burgemeesterswijk";"BU02021261";"2300";"38.7";"32.8";"36";"32";"59";"45";"26";"11";"9"
"Gulden Bodem";"BU02021262";"900";"60.3";"41.7";"25";"52";"63";"11";"65";"3";"2"
"Sterrenberg";"BU02021263";"800";"52.6";"38.4";"20";"51";"63";"18";"48";"5";"4"
"Hoogkamp";"BU02021264";"1300";"47.5";"33.3";"24";"45";"67";"19";"49";"4";"3"
"Sonsbeek, Zijpendaal";"BU02021269";"0";".";".";".";".";".";".";".";".";"."
"Wijk 13 Schaarsbergen en omgeving";"WK020213";"1200";"40.4";"31.9";"35";"34";"56";"34";"36";"11";"9"
"Bakenberg";"BU02021365";"700";"49.2";"37.8";"28";"43";"58";"18";"50";"8";"7"
"Schaarsbergen";"BU02021366";"200";"33.5";"26.9";"46";"29";"49";".";".";".";"."
"Westelijk van Schaarsbergen";"BU02021367";"200";"24.4";"20.7";"50";"16";"49";"68";"15";"20";"16"
"Noordoostelijk van Schaarsbergen";"BU02021368";"100";"33.7";"26.3";"30";"28";"67";".";".";".";"."
"Wijk 14 Heijenoord en Lombok";"WK020214";"3200";"32.1";"25.9";"33";"27";"66";"47";"20";"12";"9"
"Lombok";"BU02021471";"1300";"30.7";"26.0";"38";"24";"60";"54";"16";"17";"12"
"Brouwerijweg en omgeving";"BU02021473";"900";"32.0";"26.2";"32";"25";"66";"51";"18";"12";"9"
"Heijenoord";"BU02021474";"900";"34.4";"25.5";"26";"32";"74";"29";"31";"4";"3"
"Wijk 15 Klingelbeek";"WK020215";"800";"36.5";"30.6";"34";"31";"55";"34";"27";"7";"6"
"Klingelbeek";"BU02021572";"600";"40.3";"32.5";"28";"36";"62";"25";"33";"6";"5"
"Het Dorp, Mariëndaal";"BU02021579";"200";"22.9";"22.5";"55";"14";"29";"62";"9";".";"."
"Wijk 16 Malburgen West";"WK020216";"3100";"24.7";"18.4";"45";"13";"55";"55";"10";"24";"18"
"Meinerswijk en De Praets";"BU02021681";"100";"28.1";"22.0";"43";"23";"72";".";".";".";"."
"Malburgen West";"BU02021682";"3000";"24.6";"18.3";"45";"12";"54";"55";"10";"24";"18"
"Wijk 17 Malburgen Oost (Noord)";"WK020217";"4200";"25.1";"18.7";"42";"13";"58";"53";"9";"19";"15"
"Groene Weide";"BU02021780";"1800";"22.5";"17.6";"47";"9";"57";"62";"4";"22";"16"
"Kamillehof en Bakenhof";"BU02021783";"2400";"27.0";"19.5";"39";"16";"60";"46";"13";"18";"14"
"Wijk 18 Malburgen Oost (Zuid)";"WK020218";"5400";"19.3";"14.6";"57";"5";"40";"64";"4";"28";"23"
"'t Duifje";"BU02021815";"1200";"21.7";"17.4";"50";"8";"44";"52";"5";"17";"15"
"Immerloo I";"BU02021884";"900";"18.3";"13.2";"59";"3";"39";"64";"6";"35";"26"
"Middelgraaflaan en omgeving";"BU02021885";"900";"19.1";"17.4";"59";"4";"34";"78";"1";"22";"22"
"Zeegsingel en omgeving";"BU02021886";"1000";"20.7";"15.2";"50";"7";"48";"50";"6";"19";"14"
"Immerloo II";"BU02021888";"1300";"16.7";"11.5";"65";"3";"32";"73";"2";"45";"36"
"Wijk 19 Vredenburg en Kronenburg";"WK020219";"6500";"25.3";"20.5";"43";"13";"49";"55";"9";"18";"15"
"Eimersweide";"BU02021987";"600";"21.8";"17.1";"47";"7";"47";"57";"7";"18";"15"
"Holthuizen";"BU02021989";"700";"39.1";"31.9";"29";"33";"47";"13";"38";"4";"4"
"Kronenburg";"BU02021990";"2100";"21.3";"18.2";"50";"6";"45";"74";"2";"25";"21"
"Vredenburg";"BU02021993";"3200";"25.8";"20.3";"41";"14";"52";"47";"10";"14";"12"
"Wijk 20 Elden";"WK020220";"1500";"28.6";"22.5";"42";"18";"56";"38";"21";"8";"6"
"Elden";"BU02022092";"1500";"28.6";"22.5";"42";"18";"56";"38";"21";"8";"6"
"Wijk 21 Elderveld";"WK020221";"7200";"25.6";"20.1";"43";"15";"52";"44";"14";"11";"10"
"Elderveld-Zuid";"BU02022191";"2900";"25.3";"20.0";"42";"14";"52";"48";"11";"10";"10"
"Elderveld-Noord";"BU02022194";"1900";"19.5";"15.7";"56";"6";"39";"65";"5";"22";"18"
"Elderhof";"BU02022197";"2400";"30.6";"23.7";"32";"23";"60";"19";"27";"4";"3"
"Wijk 22 De Laar";"WK020222";"9500";"27.6";"20.9";"37";"17";"60";"40";"14";"12";"9"
"De Laar-West";"BU02022295";"4700";"26.8";"20.3";"39";"15";"58";"41";"14";"13";"10"
"De Laar-Oost";"BU02022296";"4700";"28.3";"21.5";"36";"18";"61";"39";"15";"12";"9"
"Wijk 23 Rijkerswoerd";"WK020223";"9400";"30.2";"22.2";"36";"22";"61";"35";"20";"10";"8"
"Rijkerswoerd-Oost";"BU02022316";"2100";"33.0";"22.0";"30";"27";"70";"22";"24";"7";"6"
"Rijkerswoerd-Midden";"BU02022317";"3100";"31.7";"23.4";"35";"24";"62";"30";"25";"8";"6"
"Rijkerswoerd-West";"BU02022318";"3600";"27.9";"21.4";"41";"19";"57";"41";"16";"13";"11"
"Overmaat";"BU02022319";"600";"25.8";"21.2";"41";"12";"52";"54";"11";"19";"14"
"Wijk 24 Schuytgraaf";"WK020224";"5700";"37.1";"23.9";"25";"33";"73";"23";"34";"9";"6"
"Schuytgraaf-Noord";"BU02022447";"2800";"37.8";"24.3";"25";"35";"74";"20";"36";"6";"5"
"Schuytgraaf-Centrum";"BU02022448";"500";"22.6";"16.1";"43";"8";"57";"54";"4";"26";"20"
"Schuytgraaf-Zuid";"BU02022449";"2400";"39.6";"25.1";"23";"38";"76";"18";"39";"7";"5"
"Barneveld";"GM0203";"38100";"28.4";"20.3";"42";"20";"62";"31";"24";"7";"5"
"Wijk 54 Barneveld";"WK020354";"21800";"28.1";"20.0";"42";"19";"62";"32";"21";"8";"5"
"Buitengebied Barneveld";"BU02035400";"1400";"26.1";"18.1";"48";"18";"61";"37";"31";"11";"9"
"Centrum Barneveld";"BU02035401";"1300";"27.4";"24.1";"43";"16";"58";"51";"12";"8";"7"
"De Koot";"BU02035402";"600";"27.1";"20.3";"47";"18";"56";"40";"19";"9";"7"
"Vogelbuurt";"BU02035403";"500";"25.7";"19.2";"47";"14";"53";"39";"20";"9";"8"
"De Lors";"BU02035404";"1500";"23.6";"17.3";"46";"11";"50";"44";"10";"10";"7"
"Staatsliedenwijk";"BU02035405";"1000";"31.2";"24.7";"46";"23";"55";"38";"28";"5";"4"
"De Valk";"BU02035406";"600";"24.1";"16.3";"46";"15";"59";"38";"20";"10";"7"
"Vliegersveld";"BU02035407";"1000";"33.7";"24.8";"42";"26";"60";"22";"35";"4";"2"
"Rootselaar-West";"BU02035408";"3100";"26.8";"19.0";"42";"17";"57";"28";"20";"9";"5"
"Rootselaar-Oost";"BU02035409";"1200";"27.9";"18.8";"38";"19";"63";"22";"22";"6";"3"
"Oldenbarneveld";"BU02035410";"1700";"23.5";"17.8";"45";"9";"55";"46";"9";"12";"10"
"De Vaarst";"BU02035411";"2000";"29.0";"21.6";"40";"21";"66";"25";"25";"7";"5"
"Norschoten";"BU02035412";"2600";"29.8";"21.2";"40";"23";"63";"26";"28";"6";"3"
"De Briellared";"BU02035413";"0";".";".";".";".";".";".";".";".";"."
"De Burgt";"BU02035414";"2400";"31.4";"19.0";"36";"26";"74";"18";"25";"6";"4"
"Veller";"BU02035415";"900";"32.2";"20.6";"30";"25";"81";"17";"21";"5";"2"
"Harselaar-West";"BU02035425";"0";".";".";".";".";".";".";".";".";"."
"Harselaar-Oost";"BU02035426";"0";".";".";".";".";".";".";".";".";"."
"Wijk 55 Voorthuizen";"WK020355";"7600";"28.9";"21.7";"41";"20";"62";"30";"25";"6";"5"
"Buitengebied Voorthuizen";"BU02035530";"1500";"30.2";"22.7";"43";"23";"63";"33";"34";"11";"9"
"Centrum Voorthuizen";"BU02035531";"400";"27.2";"22.2";"47";"17";"58";"45";"17";"7";"6"
"Haarkamp";"BU02035532";"500";"25.0";"19.5";"44";"13";"54";"41";"16";"8";"5"
"Roeleneng";"BU02035533";"300";"28.6";"23.4";"43";"19";"56";"33";"21";"5";"4"
"Prinsessenwijk";"BU02035534";"300";"29.3";"22.7";"53";"16";"54";"34";"29";"7";"10"
"De Wheem";"BU02035535";"1100";"25.8";"19.7";"43";"16";"58";"32";"18";"6";"3"
"De Steenkamp";"BU02035536";"300";"27.5";"20.3";"40";"17";"64";"13";"17";"3";"2"
"Zeeheldenwijk";"BU02035537";"600";"30.1";"22.7";"40";"20";"61";"30";"27";"4";"3"
"Componistenwijk";"BU02035538";"800";"29.3";"22.8";"39";"21";"64";"21";"26";"4";"2"
"De Maat";"BU02035539";"1100";"30.2";"21.5";"38";"24";"67";"22";"28";"5";"4"
"De Kromme Akker";"BU02035540";"400";"31.9";"22.3";"37";"23";"67";"32";"27";"2";"2"
"Blankensgoed";"BU02035541";"300";"32.7";"21.0";"28";"26";"80";"23";"21";"6";"3"
"Wijk 56 Kootwijkerbroek";"WK020356";"3400";"27.4";"17.7";"44";"20";"66";"27";"31";"8";"5"
"Buitengebied Kootwijkerbroek";"BU02035650";"2100";"27.5";"18.1";"45";"20";"66";"28";"34";"9";"6"
"Kootwijkerbroek";"BU02035651";"1100";"26.3";"16.8";"44";"19";"64";"27";"26";"7";"5"
"Kootwijkerbroek-west";"BU02035652";"200";"31.3";"19.6";"32";"24";"79";"13";"29";"3";"2"
"Wijk 57 Garderen";"WK020357";"1600";"28.9";"22.2";"44";"19";"59";"32";"28";"7";"6"
"Buitengebied Garderen";"BU02035780";"600";"33.1";"24.9";"42";"24";"58";"33";"33";"9";"7"
"Garderen";"BU02035781";"1000";"26.7";"20.7";"45";"17";"61";"32";"25";"6";"5"
"Wijk 58 Terschuur";"WK020358";"1100";"29.2";"21.5";"41";"20";"64";"28";"29";"7";"5"
"Buitengebied Terschuur";"BU02035875";"500";"30.7";"22.6";"41";"21";"63";"27";"36";"8";"6"
"terschuur";"BU02035876";"400";"27.1";"21.1";"42";"18";"60";"32";"21";"6";"6"
"Blankenhoef";"BU02035877";"200";"29.3";"18.6";"37";"23";"76";".";".";".";"."
"Wijk 59 Stroe";"WK020359";"1100";"30.3";"21.3";"38";"21";"68";"27";"30";"7";"5"
"Buitengebied Stroe";"BU02035960";"600";"33.1";"23.0";"36";"23";"70";"27";"37";"8";"5"
"Stroe";"BU02035961";"500";"26.8";"19.2";"41";"17";"64";"26";"22";"7";"4"
"Wijk 60 Zwartebroek";"WK020360";"900";"28.7";"20.8";"44";"21";"58";"29";"25";"5";"4"
"Buitengebied Zwartebroek";"BU02036070";"300";"28.4";"21.0";"42";"19";"63";"32";"31";"8";"6"
"Zwartebroek";"BU02036071";"600";"28.8";"20.8";"45";"22";"55";"28";"21";"3";"2"
"Wijk 61 De Glind";"WK020361";"400";"29.3";"22.1";"41";"22";"65";"27";"41";"11";"5"
"Buitengebied De Glind";"BU02036190";"200";"27.4";"20.6";"48";"21";"63";".";".";".";"."
"De Glind";"BU02036191";"200";"31.5";"23.8";"32";"24";"67";".";".";".";"."
"Wijk 62 Kootwijk";"WK020362";"200";"30.6";"24.6";"40";"24";"59";"30";"27";"12";"6"
"Buitengebied kootwijk";"BU02036265";"100";"32.0";"25.3";"37";"24";"56";".";".";".";"."
"Kootwijk";"BU02036266";"100";".";"23.8";".";".";".";".";".";".";"."
"Wijk 63 Achterveld";"WK020363";"100";".";"21.0";".";".";"66";".";".";".";"."
"Buitengebied Achterveld";"BU02036395";"100";".";"21.0";".";".";"66";".";".";".";"."
"Beuningen";"GM0209";"19600";"30.3";"23.7";"38";"21";"62";"32";"24";"8";"6"
"Wijk 01 Beuningen";"WK020901";"13300";"31.3";"24.3";"37";"22";"62";"31";"25";"8";"6"
"Beuningen Buitengebied Noord";"BU02090100";"300";"33.9";"27.2";"42";"25";"63";"24";"37";"6";"6"
"Beuningen Buitengebied Zuid";"BU02090101";"0";".";".";".";".";".";".";".";".";"."
"Beuningse Plas";"BU02090110";"0";".";".";".";".";".";".";".";".";"."
"Beuningen Centrum";"BU02090111";"600";"26.2";"23.6";"40";"14";"59";"60";"6";"13";"9"
"Beuningen Centrum Oost";"BU02090112";"1300";"27.1";"21.6";"40";"15";"56";"33";"13";"4";"3"
"Beuningen De Haaghe";"BU02090113";"400";"44.4";"36.9";"30";"38";"63";"12";"58";"2";"1"
"Beuningen De Notenhof";"BU02090114";"100";"42.0";"32.7";"33";"34";"68";".";".";".";"."
"Beuningen Duivenkamp";"BU02090121";"700";"28.1";"22.4";"41";"18";"55";"33";"21";"6";"6"
"Beuningen de Linde";"BU02090122";"100";".";".";".";".";".";".";".";".";"."
"Beuningen Hoeve-1";"BU02090123";"300";"30.7";"22.8";"36";"22";"59";"28";"19";"5";"3"
"Beuningen Hoeve-2";"BU02090124";"500";"30.3";"22.9";"32";"21";"62";"27";"25";"8";"8"
"Beuningen Hoeve-3";"BU02090125";"200";"29.4";"22.6";"32";"21";"61";".";".";".";"."
"Beuningen Schoenaker";"BU02090131";"0";".";".";".";".";".";".";".";".";"."
"Beuningen Aalstervelden";"BU02090141";"500";"24.6";"19.2";"41";"11";"62";"43";"12";"15";"8"
"Beuningen Olden Tempel";"BU02090142";"900";"24.5";"18.9";"41";"12";"63";"51";"8";"17";"12"
"Beuningen Blanckenburgh";"BU02090143";"600";"27.1";"20.7";"39";"14";"63";"42";"11";"11";"10"
"Beuningen Viermorgen";"BU02090144";"1100";"26.6";"20.5";"41";"17";"60";"33";"20";"14";"10"
"Beuningen Tinnegieter";"BU02090145";"1500";"28.2";"21.5";"36";"18";"64";"31";"21";"9";"6"
"Beuningen Den Balmerd";"BU02090146";"700";"35.9";"29.5";"39";"28";"58";"34";"36";"5";"5"
"Beuningen Sportpark De Ooigraaf";"BU02090147";"0";".";".";".";".";".";".";".";".";"."
"Beuningen Heuve-1";"BU02090151";"600";"32.9";"26.5";"39";"24";"62";"26";"31";"6";"7"
"Beuningen Heuve-2";"BU02090152";"400";"32.7";"26.6";"32";"28";"68";"13";"45";"2";"1"
"Beuningen Heuve-3";"BU02090153";"300";"31.9";"24.2";"36";"24";"62";"12";"38";"5";"1"
"Beuningen Heuve-4";"BU02090154";"300";"42.2";"30.9";"32";"36";"63";"10";"57";"2";"1"
"Beuningen Beuningse Plas";"BU02090161";"1900";"40.9";"29.2";"27";"36";"70";"16";"44";"4";"3"
"Wijk 02 Ewijk";"WK020902";"2800";"28.9";"22.8";"38";"19";"62";"33";"23";"7";"6"
"Ewijk Buitengebied Noord-1";"BU02090202";"100";".";"25.3";".";".";".";".";".";".";"."
"Ewijk Buitengebied Zuid-1";"BU02090203";"200";"27.4";"20.8";"47";"19";"66";".";".";".";"."
"Ewijk Buitengebied Zuid-2";"BU02090204";"100";".";".";".";".";".";".";".";".";"."
"Ewijk Centrum";"BU02090271";"700";"25.9";"20.9";"42";"15";"56";"43";"14";"5";"4"
"Ewijk Vording-2";"BU02090272";"600";"30.0";"23.7";"37";"24";"60";"27";"26";"7";"6"
"Ewijk Vording-3";"BU02090273";"700";"29.4";"23.8";"36";"18";"65";"33";"24";"8";"7"
"Ewijk Veluwstraat";"BU02090274";"100";"26.4";"21.6";"44";"19";"54";".";".";".";"."
"Ewijk Keizershoeve";"BU02090275";"300";"31.7";"23.3";"28";"21";"79";"26";"20";"6";"4"
"Ewijk Den Elt";"BU02090276";"100";".";"28.6";".";".";".";".";".";".";"."
"Wijk 03 Weurt";"WK020903";"1900";"26.7";"21.4";"41";"16";"61";"33";"18";"6";"5"
"Weurt Buitengebied Noord";"BU02090305";"100";".";".";".";".";".";".";".";".";"."
"Weurt Buitengebied Zuid";"BU02090306";"100";"27.8";"21.3";"44";"15";"64";".";".";".";"."
"Weurt Noord";"BU02090381";"400";"29.5";"24.2";"39";"20";"58";"33";"19";"7";"7"
"Weurt Zuid";"BU02090382";"1400";"25.6";"20.6";"41";"15";"61";"33";"16";"5";"4"
"De Sluis";"BU02090383";"0";".";".";".";".";".";".";".";".";"."
"Wijk 04 Winssen";"WK020904";"1600";"28.2";"22.9";"44";"19";"56";"31";"28";"6";"5"
"Winssen Buitengebied Noord";"BU02090407";"300";"30.1";"23.8";"44";"18";"54";"25";"38";"6";"4"
"Winssen Buitengebied Zuid-1";"BU02090408";"300";"32.7";"25.9";"42";"23";"57";"20";"44";"6";"5"
"Winssen Buitengebied Zuid-2";"BU02090409";"0";".";".";".";".";".";".";".";".";"."
"Winssen Centrum";"BU02090491";"1000";"26.4";"21.7";"45";"17";"56";"36";"22";"5";"5"
"Brummen";"GM0213";"16500";"29.0";"22.9";"40";"19";"58";"32";"22";"7";"5"
"Wijk 01 Empe";"WK021301";"500";"32.1";"24.7";"41";"23";"61";"21";"38";"6";"6"
"Empe Kern";"BU02130100";"200";"27.8";"21.5";"42";"18";"60";".";".";".";"."
"Verspreide huizen Empe";"BU02130101";"300";"35.5";"27.6";"39";"27";"61";"21";"48";"5";"5"
"Dovenkamp";"BU02130102";"100";".";".";".";".";".";".";".";".";"."
"Wijk 02 Tonden";"WK021302";"300";"33.5";"25.7";"41";"25";"62";"20";"43";"6";"3"
"Tonden";"BU02130200";"300";"33.5";"25.7";"41";"25";"62";"20";"43";"6";"3"
"Wijk 03 Brummen";"WK021303";"6600";"28.9";"22.9";"40";"19";"58";"35";"19";"8";"6"
"Brummen Centrum";"BU02130300";"1100";"29.8";"25.1";"41";"20";"56";"42";"21";"6";"5"
"Brummense Enk West";"BU02130301";"1000";"27.2";"21.1";"40";"15";"61";"36";"13";"9";"8"
"Brummense Enk Oost";"BU02130302";"1300";"25.1";"19.5";"43";"12";"53";"37";"12";"9";"7"
"De Pothof";"BU02130303";"600";"27.4";"22.7";"42";"17";"57";"36";"20";"8";"6"
"Koppelenburg";"BU02130304";"400";"36.0";"27.8";"33";"27";"57";"19";"32";"3";"1"
"Verspreide huizen Brummen";"BU02130305";"0";".";".";".";".";".";".";".";".";"."
"Rhienderen Kern";"BU02130306";"500";"27.9";"21.9";"38";"18";"60";"40";"16";"9";"6"
"Rhienderen Noord";"BU02130307";"0";".";".";".";".";".";".";".";".";"."
"Rhienderense Enk";"BU02130308";"100";"35.6";"28.2";"34";"31";"48";".";".";".";"."
"Elzenbos";"BU02130309";"500";"29.3";"22.5";"37";"22";"60";"32";"19";"8";"4"
"Hazenberg";"BU02130310";"0";".";".";".";".";".";".";".";".";"."
"Verspreide huizen Rhienderen";"BU02130311";"100";".";".";".";".";".";".";".";".";"."
"Rhienderense Broek";"BU02130312";"200";"29.5";"23.9";"36";"23";"58";".";".";".";"."
"Oeken kern";"BU02130313";"100";".";"21.4";".";".";"57";".";".";".";"."
"Verspreide huizen Oeken";"BU02130314";"200";"33.4";"27.7";"39";"26";"63";"22";"39";"9";"7"
"Wapsum";"BU02130315";"0";".";".";".";".";".";".";".";".";"."
"Voorstonden";"BU02130316";"100";".";"26.3";".";".";".";".";".";".";"."
"Cortenoever";"BU02130317";"200";"35.3";"27.0";"35";"28";"61";".";".";".";"."
"Wijk 04 Leuvenheim";"WK021304";"500";"31.6";"24.8";"35";"25";"61";"29";"29";"7";"5"
"Leuvenheim kern";"BU02130400";"400";"32.3";"24.8";"33";"26";"62";"28";"29";"6";"4"
"Verspreide huizen Leuvenheim";"BU02130401";"100";".";".";".";".";".";".";".";".";"."
"Lichtenbelt";"BU02130402";"100";".";".";".";".";".";".";".";".";"."
"Wijk 05 Hall";"WK021305";"700";"30.7";"24.4";"41";"21";"59";"26";"31";"5";"5"
"Hall kern";"BU02130500";"300";"25.8";"20.1";"45";"16";"59";"27";"27";"2";"2"
"Verspreide huizen Hall";"BU02130501";"200";"32.5";"26.7";"37";"25";"60";"27";"34";"8";"8"
"Cellenrijk";"BU02130502";"200";"36.1";"28.3";"41";"23";"57";".";".";".";"."
"Wijk 06 Eerbeek";"WK021306";"8000";"28.4";"22.5";"40";"19";"57";"32";"21";"6";"5"
"Eerbeek centrum";"BU02130600";"600";"29.0";"24.1";"45";"21";"55";"39";"18";"4";"4"
"Lombok";"BU02130601";"800";"32.8";"24.0";"34";"29";"63";"18";"35";"3";"2"
"Noorder Enk";"BU02130602";"1400";"23.3";"18.7";"47";"11";"52";"35";"12";"7";"6"
"Werfakker";"BU02130603";"1200";"28.0";"22.5";"39";"19";"59";"33";"19";"6";"5"
"Veldkant";"BU02130604";"100";"33.6";"26.5";"40";"30";"51";".";".";".";"."
"Eerbeekse Enk";"BU02130605";"2600";"24.8";"19.4";"43";"13";"58";"39";"12";"8";"6"
"Eerbeek Zuid";"BU02130606";"100";"30.5";"25.1";"32";"20";"60";".";".";".";"."
"Het Hungeling";"BU02130607";"200";"40.8";"34.7";"32";"33";"49";"20";"42";"4";"4"
"Wilhelminapark";"BU02130608";"300";"55.5";"48.5";"27";"49";"39";"8";"61";"3";"2"
"Verspreide huizen Eerbeek";"BU02130609";"500";"32.2";"24.5";"33";"24";"68";"25";"32";"6";"5"
"Coldenhove";"BU02130610";"100";"29.8";"26.0";"45";"25";"54";".";".";".";"."
"Buren";"GM0214";"19800";"30.9";"23.6";"39";"22";"62";"29";"28";"7";"5"
"Wijk 00 Buren";"WK021400";"2700";"32.4";"24.9";"38";"24";"64";"28";"29";"7";"5"
"Buren-Oude Kern";"BU02140000";"400";"40.9";"32.5";"37";"35";"60";"23";"39";"6";"5"
"Buren Appelenboomgaard";"BU02140001";"600";"29.4";"23.4";"39";"20";"67";"28";"24";"4";"3"
"Buren Tielseweg";"BU02140002";"600";"29.0";"22.0";"36";"19";"63";"29";"20";"6";"3"
"Asch";"BU02140003";"200";"35.5";"26.3";"37";"31";"64";"32";"30";"10";"7"
"Erichem";"BU02140004";"300";"32.5";"26.1";"40";"25";"59";"28";"35";"8";"6"
"Verspr.h. poldergebied Buurmalsen";"BU02140006";"100";".";".";".";".";".";".";".";".";"."
"Verspreide huizen Erichem";"BU02140007";"100";".";"24.6";".";".";".";".";".";".";"."
"Verspreide huizen Asch";"BU02140008";"100";".";".";".";".";".";".";".";".";"."
"Verspreide huizen Buren";"BU02140009";"400";"33.7";"23.9";"38";"25";"65";"27";"35";"9";"6"
"Wijk 01 Beusichem";"WK021401";"2900";"34.7";"26.6";"35";"27";"63";"25";"34";"4";"4"
"Beusichem";"BU02140100";"2100";"35.2";"26.8";"35";"26";"62";"27";"32";"4";"4"
"Zoelmond";"BU02140101";"400";"31.4";"24.8";"36";"25";"64";"20";"31";"4";"3"
